Record,Longitude,Latitude,Station,Depth,Date,GMT,SST,SSS,Chla,Phaeophytin ,NH4,PO4,NO3+NO2,NO2,NO3,Si
2968,-80.6895,24.7182,9.5,0,2/25/04,0:35,23.537,36.364,0.107,0.022,0,0,0.09,,,0
2969,-80.7223,24.7641,9,0,2/25/04,1:09,23.998,36.253,0.235,0.067,0,0,0.01,,,0
2970,-80.7404,24.7951,8,0,2/25/04,1:32,23.759,35.841,0.318,0.103,0,0,0.04,,,0
2971,-80.7537,24.8169,7,0,2/25/04,1:47,24.714,35.457,0.404,0.174,0,0,0.01,,,0
2972,-80.287,25.0505,6.5,0,2/25/04,13:14,23.678,36.266,0.142,0.044,0,0,0.22,,,0
2973,-80.3151,25.0658,6,0,2/25/04,13:37,23.706,36.292,0.304,0.094,0,0.02,0.06,,,0
2974,-80.3308,25.0784,5.5,0,2/25/04,13:53,24.065,36.335,0.219,0.072,0,0,0.02,,,0
2975,-80.355,25.0934,5,0,2/25/04,14:12,23.649,36.365,0.269,0.057,0,0,0,,,0
2976,-80.3777,25.1083,4,0,2/25/04,14:31,23.837,36.373,0.231,0.056,0,0,0,,,0
2977,-80.0835,25.6449,3,0,2/25/04,18:07,23.846,36.304,0.424,0.086,0,0,0.02,,,0
2978,-80.1047,25.6427,2,0,2/25/04,18:26,23.938,36.356,0.313,0.065,0,0.01,0,,,0
2979,-80.1235,25.6459,1,0,2/25/04,18:40,23.782,36.405,0.199,0.042,0,0.01,0.07,,,0
3046,-81.8295,24.3964,22.5,0,4/29/04,19:22,24.91,35.656,0.176,0.028,0,0,0,,,0
3047,-81.8299,24.4547,22,0,4/29/04,20:00,25.399,36.259,0.207,0.034,0,0,0.01,,,0
3048,-81.8287,24.4858,23,0,4/29/04,20:20,25.716,36.364,0.359,0.065,0,0,0.02,,,0
3049,-81.829,24.5362,24,0,4/29/04,20:45,26.364,36.152,0.669,0.112,0,0.01,0.04,,,0.77
3050,-81.4193,24.6098,19,0,4/30/04,13:03,26.48,36.412,0.541,0.123,0,0.03,0.05,,,0.88
3051,-81.4193,24.5749,20,0,4/30/04,13:24,25.96,36.514,0.385,0.079,0,0.04,0.03,,,0
3052,-81.4145,24.538,21,0,4/30/04,13:57,25.21,36.228,0.205,0.037,0,0.02,0.27,,,0
3053,-81.395,24.4847,21.5,0,4/30/04,17:51,25.137,36.031,0.122,0.023,0,0.02,0.03,,,0
3054,-81.185,24.5979,18,0,4/30/04,19:40,25.372,36.051,0.143,0.028,0,0.02,0.28,,,0
3055,-81.1943,24.6348,17,0,4/30/04,20:06,26.437,36.344,0.253,0.025,0,0.04,0.3,,,0.12
3056,-81.205,24.6707,16,0,4/30/04,20:33,27.378,36.32,0.311,0.054,0,0,0.07,,,1.7
3057,-81.0298,24.6983,13,0,4/30/04,21:43,27.295,36.626,0.292,0.052,0,0.01,0.06,,,1.8
3058,-81.025,24.6757,14,0,4/30/04,22:01,25.745,36.241,0.212,0.031,0,0,0.13,,,0
3059,-81.0163,24.6441,15,0,4/30/04,22:28,25.488,36.025,0.128,0.024,0,0,0.09,,,0
3060,-80.9953,24.5914,15.5,0,4/30/04,23:10,25.341,36.039,0.101,0.025,0,0,0,,,0
3061,-80.833,24.7124,12,0,5/1/04,0:51,25.589,36.073,0.16,0.038,0,0.03,0,,,0
3062,-80.8452,24.7542,11,0,5/1/04,1:22,25.986,36.222,0.219,0.044,0,0,0,,,0
3063,-80.8608,24.7859,10,0,5/1/04,1:43,26.955,36.4,0.19,0.044,0,0,0,,,0
3064,-80.7568,24.8187,7,0,5/1/04,2:35,26.838,36.565,0.154,0.066,0,0.04,0.02,,,0
3065,-80.7428,24.7919,8,0,5/1/04,2:58,26.241,36.231,0.207,0.065,0,0.01,0,,,0
3066,-80.7258,24.7629,9,0,5/1/04,3:21,25.876,36.121,0.139,0.036,0,0,0,,,0
3067,-80.6917,24.7168,9.5,0,5/1/04,3:56,25.08,35.862,0.121,0.027,0,0.01,0,,,0
3068,-80.2902,25.048,6.5,0,5/1/04,12:42,25.913,36.209,0.11,0.033,0,0.01,0,,,0
3069,-80.316,25.0639,6,0,5/1/04,13:06,26.22,36.261,0.155,0.052,0,0.06,0.25,,,0
3070,-80.3318,25.0767,5.5,0,5/1/04,13:25,26.247,36.247,0.259,0.109,0,0,0.02,,,0
3071,-80.3555,25.0941,5,0,5/1/04,15:24,26.396,36.404,0.293,0.062,0,0.02,0,,,0
3072,-80.377,25.1067,4,0,5/1/04,15:38,26.621,37.109,0.198,0.035,0,0.02,0.01,,,0
3073,-80.0833,25.6463,3,0,5/1/04,19:25,26.216,36.268,0.163,0.038,0,0.09,0.29,,,0.1
3074,-80.1053,25.6429,2,0,5/1/04,19:42,26.282,36.503,0.324,0.056,0,0.03,0.01,,,0.1
3075,-80.1238,25.6459,1,0,5/1/04,19:54,26.47,36.364,0.337,0.066,0,0.05,0.01,,,0.1
3076,-80.1267,25.6441,1,0,6/7/04,12:16,30.558,37.505,0.248,0.137,0,0.07,0.29,,,0.69
3077,-80.1051,25.6421,2,0,6/7/04,12:32,29.2,36.598,0.308,0.088,0.48,0.09,0.29,,,0
3078,-80.0835,25.6464,3,0,6/7/04,12:47,28.747,36.411,0.224,0.154,0.4,0.05,0.6,,,0
3079,-80.2885,25.0486,6.5,0,6/7/04,17:24,28.811,36.462,0.092,0.038,0,0.04,0.23,,,0
3080,-80.3155,25.0642,6,0,6/7/04,17:50,29.163,36.418,0.205,0.065,0,0.09,0.2,,,0
3081,-80.3342,25.0783,5.5,0,6/7/04,18:09,29.437,36.442,0.241,0.042,0,0.07,0.23,,,0
3082,-80.3553,25.093,5,0,6/7/04,18:27,29.595,36.49,0.279,0.048,0.24,0.12,0.09,,,0
3083,-80.3789,25.1074,4,0,6/7/04,18:43,30.772,36.835,0.288,0.065,0.4,0.09,0.12,,,0
3084,-80.7553,24.8203,7,0,6/7/04,21:41,31.625,37.287,0.327,0.077,0.36,0.09,0.15,,,0
3085,-80.7416,24.792,8,0,6/7/04,22:01,29.89,36.566,0.201,0.05,0.36,0.04,0.07,,,0
3086,-80.7232,24.7632,9,0,6/7/04,22:21,29.092,36.435,0.076,0.026,0,0.03,0.17,,,0
3087,-80.6917,24.7165,9.5,0,6/7/04,22:55,28.671,36.463,0.072,0.027,0,0.05,0.04,,,0
3088,-80.8323,24.7125,12,0,6/7/04,23:54,29.529,36.509,0.192,0.053,0,0.03,0.04,,,0
3089,-80.8473,24.7529,11,0,6/8/04,0:20,30.677,37.206,0.37,0.102,0,0.05,0.13,,,1.35
3090,-80.859,24.7846,10,0,6/8/04,0:41,31.895,38.696,0.306,0.211,0.3,0.06,0.35,,,8.6
3091,-81.0272,24.7002,13,0,6/8/04,11:20,30.562,37.122,0.26,0.109,0,0.04,0.22,,,1.16
3092,-81.0237,24.6753,14,0,6/8/04,11:38,29.423,36.582,0.165,0.057,0,0.06,1.7,,,0.17
3093,-81.0163,24.6432,15,0,6/8/04,12:07,28.758,36.445,0.139,0.041,0,0,0.16,,,0
3094,-80.9935,24.5915,15.5,0,6/8/04,12:46,28.148,36.468,0.082,0.022,0,0,0.11,,,0
3095,-81.1837,24.5982,18,0,6/8/04,13:59,29.131,36.454,0.161,0.059,0,0.02,0.13,,,0
3096,-81.1932,24.636,17,0,6/8/04,14:32,30.165,37.069,0.415,0.088,0,0.08,0.07,,,1.5
3097,-81.2031,24.672,16,0,6/8/04,15:03,30.537,37.099,0.332,0.165,0,0.06,0.39,,,5.5
3098,-81.4203,24.6086,19,0,6/8/04,17:06,31.071,37.668,0.595,0.133,0,0.03,0.04,,,1.8
3099,-81.4182,24.5755,20,0,6/8/04,17:23,30.811,37.45,0.485,0.095,0,0.08,0.03,,,3
3100,-81.415,24.5388,21,0,6/8/04,18:00,28.905,36.472,0.149,0.037,0,0,0.03,,,0
3101,-81.3937,24.4829,21.5,0,6/8/04,18:43,28.598,36.437,0.068,0.037,0,0,0.06,,,0
3102,-81.8298,24.3961,22.5,0,6/8/04,21:20,28.379,36.533,0.107,0.027,0,0.03,0.04,,,0
3103,-81.8293,24.4547,22,0,6/8/04,22:03,28.471,36.474,0.105,0.029,0,0.05,0.02,,,0
3104,-81.8298,24.4861,23,0,6/8/04,22:23,28.65,36.479,0.107,0.036,0,0.01,0.08,,,0
3105,-81.8302,24.536,24,0,6/8/04,22:49,30.742,37.033,0.553,0.161,0.14,0.02,0.29,,,0.41
3238,-81.8285,24.3999,22.5,0,8/23/04,19:38,30.713,35.558,0.167,0.03,0,0,0,,,0
3239,-81.8286,24.4556,22,0,8/23/04,20:14,30.686,35.406,0.335,0.055,0,0,0,,,0
3240,-81.8213,24.487,23,0,8/23/04,20:41,31.016,35.481,0.528,0.132,0.27,0,0,,,0
3241,-81.8268,24.5365,24,0,8/23/04,21:12,31.245,35.988,1.564,0.334,0,0,0.48,,,0.28
3242,-81.4245,24.609,19,0,8/24/04,12:57,30.434,36.106,0.476,0.27,0.81,0.03,0.91,,,2.2
3243,-81.4182,24.5752,20,0,8/24/04,13:16,30.656,35.772,0.423,0.308,0,0.02,0.01,,,1.1
3244,-81.4127,24.5377,21,0,8/24/04,14:12,30.449,35.526,0.364,0.065,0,0.02,0.02,,,0
3245,-81.3917,24.4822,21.5,0,8/24/04,16:27,30.416,35.512,0.129,0.019,0,0.02,0,,,0
3246,-81.1837,24.5997,18,0,8/24/04,17:57,30.862,35.505,,,0,0.02,0.37,,,0.73
3247,-81.1929,24.635,17,0,8/24/04,18:32,31.058,35.848,0.606,0.133,0,0,0.11,,,0.47
3248,-81.2034,24.6719,16,0,8/24/04,19:08,31.599,36.406,0.441,0.14,0,0,0.13,,,0.66
3249,-81.0316,24.6994,13,0,8/24/04,20:23,31.613,36.1,,,,,,,,
3250,-81.0233,24.6747,14,0,8/24/04,20:44,31.412,35.895,0.493,0.087,0,0,0.39,,,2.8
3251,-81.016,24.6427,15,0,8/24/04,21:18,31.314,35.47,0.486,0.126,0,0,0.12,,,3.1
3252,-80.9917,24.5916,15.5,0,8/24/04,21:58,30.778,35.497,0.123,0.023,0,0,0,,,0
3257,-80.8594,24.7828,10,0,8/25/04,11:21,30.673,35.915,0.465,0.116,0,0,0.02,,,2
3258,-80.8459,24.7542,11,0,8/25/04,11:39,30.557,35.833,0.733,0.346,0,0,0,,,1.4
3259,-80.8297,24.714,12,0,8/25/04,12:20,30.364,35.423,0.385,0.082,0,0,0.06,,,0.11
3260,-80.7534,24.8202,7,0,8/25/04,13:16,30.555,36.235,0.346,0.132,0,0.03,0.17,,,0.94
3261,-80.7408,24.7923,8,0,8/25/04,13:53,30.676,35.915,0.423,0.079,0,0.02,0,,,0.44
3262,-80.7217,24.7648,9,0,8/25/04,14:17,30.444,35.481,0.421,0.064,0,0.08,0,,,0
3263,-80.689,24.7178,9.5,0,8/25/04,14:47,30.317,35.523,0.135,0.023,0,0,0,,,0
3268,-80.2866,25.0483,6.5,0,8/25/04,21:12,30.716,35.373,0.138,0.022,0,0,0,,,0
3269,-80.3149,25.0649,6,0,8/25/04,21:35,30.497,35.453,0.288,0.034,0,0,0.05,,,0
3270,-80.3302,25.0773,5.5,0,8/25/04,21:57,30.815,35.51,0.377,0.045,0,0,0.01,,,0
3271,-80.3544,25.0933,5,0,8/25/04,22:17,30.835,35.441,0.416,0.057,0,0.06,0.45,,,0.32
3272,-80.3782,25.1076,4,0,8/25/04,22:34,31.108,35.911,0.294,0.063,0,0.02,0,,,0.49
3276,-80.0839,25.6487,3,0,8/26/04,14:17,29.927,35.677,0.277,0.054,0,0.03,0.09,,,0.25
3277,-80.105,25.6423,2,0,8/26/04,14:46,30.696,36.732,0.421,0.089,0,0.03,0.01,,,1.1
3278,-80.1215,25.6463,1,0,8/26/04,15:10,30.15,36.003,0.427,0.168,0,0.02,0.27,,,2.8
3279,-80.1272,25.6455,1,0,10/14/04,12:19,26.732,34.359,0.622,0.157,1.1,0.1,0.8,,,0
3280,-80.1055,25.6423,2,0,10/14/04,12:34,27.324,35.74,0.441,0.1,0.69,0.03,0.86,,,0
3281,-80.0835,25.6448,3,0,10/14/04,12:50,27.895,36.035,0.271,0.07,0.95,0.04,0.33,,,0
3282,-80.2869,25.0433,6.5,0,10/14/04,17:09,28.108,35.916,0.099,0.026,0.73,0.05,0.4,,,0
3283,-80.3155,25.0639,6,0,10/14/04,17:32,28.193,36.061,0.301,0.071,0.44,0.08,0.54,,,0
3284,-80.3333,25.079,5.5,0,10/14/04,17:50,27.864,36.11,0.285,0.034,0.51,0.08,0.34,,,0
3285,-80.3545,25.0929,5,0,10/14/04,18:09,27.81,36.196,0.316,0.032,0.68,0.07,0.28,,,0
3286,-80.3797,25.1075,4,0,10/14/04,18:25,27.647,36.388,0.313,0.052,0.78,0.05,0.45,,,0
3287,-80.7497,24.8187,7,0,10/14/04,21:33,28.639,36.268,0.272,0.07,0.78,0.04,0.85,,,0
3288,-80.7418,24.7905,8,0,10/14/04,21:52,28.292,35.996,0.279,0.03,0.44,0.05,0.41,,,0.63
3289,-80.7234,24.7644,9,0,10/14/04,22:15,28.429,35.994,0.284,0.04,0.47,0.06,0.27,,,0
3290,-80.6833,24.7173,9.5,0,10/14/04,22:45,28.392,36.035,0.11,0.034,0.01,0.02,0.3,,,0
3291,-80.8321,24.7127,12,0,10/14/04,23:55,28.271,35.981,0.284,0.044,0,0.05,0.3,,,0
3292,-80.8469,24.7536,11,0,10/15/04,0:22,28.429,36.174,0.41,0.069,0.43,0.07,0.8,,,2.3
3293,-80.8582,24.782,10,0,10/15/04,0:42,28.618,36.075,0.164,0.105,0.2,0.03,1.4,,,0.99
3294,-81.0246,24.6959,13,0,10/15/04,11:42,27.767,36.099,0.483,0.352,0.62,0.05,0.38,,,0
3295,-81.0226,24.6759,14,0,10/15/04,11:59,27.823,36.055,0.426,0.081,0.47,0.07,0.41,,,0
3296,-81.016,24.645,15,0,10/15/04,12:38,27.979,35.939,0.196,0.05,0.23,0.06,0.33,,,0
3297,-80.9911,24.591,15.5,0,10/15/04,13:31,28.133,35.928,0.128,0.033,0.03,0.04,0.17,,,0
3298,-81.1828,24.6006,18,0,10/15/04,15:21,27.976,35.975,0.189,0.046,0,0.03,0.36,,,7.1
3299,-81.1925,24.636,17,0,10/15/04,15:56,27.735,36.138,0.286,0.042,0.37,0.07,0.36,,,0.41
3300,-81.2026,24.6715,16,0,10/15/04,16:30,27.677,36.123,0.374,0.123,0.13,0.08,3.5,,,0.57
3301,-81.414,24.6058,19,0,10/15/04,18:06,27.902,36.095,0.553,0.216,0.67,0.06,0.51,,,0
3302,-81.4174,24.5755,20,0,10/15/04,18:26,27.911,36.011,0.345,0.072,0.48,0.08,0.48,,,0
3303,-81.4124,24.5374,21,0,10/15/04,18:54,28,35.879,0.236,0.05,0,0.04,0.23,,,0
3304,-81.392,24.4837,21.5,0,10/15/04,19:31,28.228,36.027,0.12,0.037,0,0.05,0.11,,,0
3305,-81.8275,24.3971,22.5,0,10/15/04,22:35,28.073,35.986,0.155,0.04,0,0.04,0.2,,,0
3306,-81.8281,24.4548,22,0,10/15/04,23:10,27.981,35.927,0.236,0.061,0.26,0.06,2.8,,,0
3307,-81.8279,24.4865,23,0,10/15/04,23:31,27.989,36.055,0.634,0.168,0,0.08,0.58,,,0
3308,-81.8273,24.5369,24,0,10/15/04,23:56,27.886,36.188,0.499,0.185,0.19,0.07,0.42,,,0.12
3443,-81.8283,24.3975,22.5,0,12/15/04,20:07,24.865,36.45,0.309,0.097,0,0.13,0,,,0
3444,-81.828,24.4543,22,0,12/15/04,20:44,24.507,36.541,0.371,0.093,0,0.14,0.36,,,0
3445,-81.8296,24.4861,23,0,12/15/04,21:07,23.889,36.584,0.484,0.135,0,0.08,0.14,,,0.11
3446,-81.8293,24.5366,24,0,12/15/04,21:34,20.85,36.94,1.585,0.514,0,0.09,0.38,,,0.1
3447,-81.4209,24.6085,19,0,12/16/04,12:40,19.011,37.307,0.329,0.179,0,0.03,0.17,,,0.8
3448,-81.418,24.5747,20,0,12/16/04,12:57,20.227,37.023,0.533,0.187,0,0.03,0.12,,,1.7
3449,-81.4133,24.5382,21,0,12/16/04,13:25,24.406,36.54,0.267,0.101,0,0.08,0,,,0
3450,-81.3923,24.4837,21.5,0,12/16/04,14:13,24.82,36.419,0.288,0.104,0,0.02,0.25,,,0.08
3451,-81.2054,24.6746,16,0,12/16/04,16:08,18.08,36.818,0.655,0.37,0,0,0,,,2.6
3452,-81.1927,24.6339,17,0,12/16/04,16:34,22.198,36.95,0.544,0.106,0,0.05,0,,,1.4
3453,-81.1826,24.5976,18,0,12/16/04,17:06,24.34,35.889,0.292,0.08,0,0.08,0,,,0.11
3454,-81.0298,24.7005,13,0,12/16/04,18:41,18.815,37.241,1.543,0.245,0,0.14,0,,,6.2
3455,-81.0232,24.6754,14,0,12/16/04,19:06,21.967,37.002,0.673,0.151,0,0.12,0,,,2.1
3456,-81.0169,24.6442,15,0,12/16/04,19:31,24.371,36.53,0.354,0.104,0,0.1,0.12,,,0.4
3457,-80.9928,24.5926,15.5,0,12/16/04,20:05,24.778,36.494,0.348,0.112,0,0.11,0.09,,,0.05
3458,-80.8589,24.7846,10,0,12/16/04,21:47,20.623,36.935,0.376,0.107,0,0.09,0,,,0.56
3459,-80.8457,24.7542,11,0,12/16/04,22:05,22.448,36.623,0.463,0.104,0,0.05,0,,,0.58
3460,-80.8316,24.7136,12,0,12/16/04,22:27,24.37,36.527,0.294,0.148,0,0.04,0,,,0.24
3461,-80.7562,24.8195,7,0,12/16/04,23:28,19.69,37.224,0.327,0.145,0,0,0.09,,,0.16
3462,-80.7414,24.7934,8,0,12/16/04,23:43,22.114,36.673,0.449,0.094,0,0,0.08,,,0.32
3463,-80.7237,24.764,9,0,12/17/04,0:01,24.331,36.51,0.331,0.097,0,0.05,0,,,0.11
3464,-80.3158,25.0656,6,0,12/17/04,3:57,24.452,36.509,0.256,0.11,0,0.1,0.16,,,0.21
3465,-80.3326,25.0796,5.5,0,12/17/04,4:12,23.02,36.578,0.561,0.152,0,0.05,0.09,,,0.48
3466,-80.3538,25.0933,5,0,12/17/04,4:20,19.75,36.899,0.346,0.084,0,0.07,0.12,,,0.34
3467,-80.3782,25.1071,4,0,12/17/04,4:44,18.961,37.172,0.348,0.094,0.06,0.12,0.16,,,0.56
3468,-80.0805,25.6457,3,0,12/17/04,15:49,24.581,36.462,0.317,0.115,0,0.03,0.13,,,0.32
3469,-80.1044,25.6414,2,0,12/17/04,16:05,24.238,36.495,0.434,0.12,0,0.04,0.19,,,0.21
3470,-80.1248,25.6383,1,0,12/17/04,16:18,22.702,36.524,0.861,0.244,0,0.06,0.28,,,0.08
3537,-81.831,24.3973,22.5,0,2/14/05,21:09,23.665,36.387,0.26,0.138,0,0.04,0.28,0,0.28,0.32
3538,-81.829,24.4545,22,0,2/14/05,21:45,23.524,36.377,0.183,0.091,0,0.05,0.3,0,0.3,0.36
3539,-81.8283,24.486,23,0,2/14/05,22:11,22.36,36.412,0.417,0.197,0,0.05,0.33,0,0.33,0.58
3540,-81.8287,24.5353,24,0,2/14/05,22:40,19.837,36.302,0.945,0.585,0,0,0.56,0,0.56,0.28
3541,-81.4202,24.6085,19,0,2/15/05,14:20,19.901,36.117,,,0,0,0.36,0,0.36,1.3
3542,-81.4182,24.5753,20,0,2/15/05,14:40,21.898,36.335,0.514,0.236,0,0.13,0.21,0,0.21,0.77
3543,-81.4128,24.5377,21,0,2/15/05,15:15,23.474,36.343,0.278,0.116,0,0.11,0.15,0,0.15,0.06
3544,-81.3927,24.483,21.5,0,2/15/05,15:58,23.958,36.31,0.184,0.075,0,0,0.32,0,0.32,0.38
3545,-81.1828,24.5982,18,0,2/15/05,17:40,22.98,36.433,0.18,0.076,0,0.07,0.22,0,0.22,0.14
3546,-81.1935,24.6348,17,0,2/15/05,18:08,21.901,36.432,0.288,0.106,0,0.11,0.28,0,0.28,0.86
3547,-81.2047,24.673,16,0,2/15/05,18:35,19.699,35.846,0.385,0.231,0,0,0.32,0,0.32,1.8
3548,-81.0283,24.7,13,0,2/15/05,19:53,20.997,36.732,0.362,0.177,0,0,0,0,0,1.8
3549,-81.0245,24.6755,14,0,2/15/05,20:10,22.465,36.585,0.269,0.109,0,0,0.08,0,0.08,0.13
3550,-81.0223,24.6425,15,0,2/15/05,20:41,23.022,36.432,0.183,0.067,0,0,0.08,0,0.08,0
3551,-80.9917,24.5917,15.5,0,2/15/05,21:21,22.869,36.465,0.091,0.075,0,0,0,0,0,0.01
3552,-80.8332,24.7143,12,0,2/15/05,22:57,23.021,36.431,0.169,0.074,0,0,0.01,0,0.01,0.04
3553,-80.8478,24.7527,11,0,2/15/05,23:22,21.907,36.665,0.282,0.11,0,0,0,0,0,0
3554,-80.8597,24.7865,10,0,2/15/05,23:42,21.814,36.784,0.308,0.186,0,0,0,0,0,0.82
3555,-80.7553,24.8163,7,0,2/16/05,0:38,21.946,36.948,0.208,0.156,0,0,0.03,0,0.03,0
3556,-80.7415,24.7923,8,0,2/16/05,0:54,22.576,36.529,0.215,0.08,0,0,0.01,0,0.01,0
3557,-80.725,24.7632,9,0,2/16/05,1:14,23.021,36.434,0.146,0.058,0,0,0,0,0,0.04
3558,-80.6915,24.7172,9.5,0,2/16/05,1:46,22.545,36.488,0.156,0.087,0,0,0,0.03,0,0
3559,-80.3787,25.1085,4,0,2/16/05,12:53,20.938,36.87,0.209,0.078,0,0.11,0.02,0,0.02,0
3560,-80.3545,25.093,5,0,2/16/05,13:15,21.432,36.695,0.197,0.08,0,0.01,0,0,0,0
3561,-80.3317,25.079,5.5,0,2/16/05,14:13,22.704,36.459,0.244,0.114,,,,,,
3562,-80.3173,25.0648,6,0,2/16/05,14:30,22.628,36.461,0.251,0.1,0,0.08,0.01,0,0.01,0
3563,-80.2883,25.0487,6.5,0,2/16/05,14:52,23.154,36.38,0.176,0.078,0,0,0.02,0,0.02,0.04
3564,-80.0837,25.6467,3,0,2/16/05,18:22,23.316,36.407,0.188,0.075,0,0.04,0,0,0,0.04
3565,-80.1067,25.6425,2,0,2/16/05,18:41,23.187,36.379,0.286,0.104,0,0.19,0.02,0,0.02,0.04
3566,-80.126,25.6452,1,0,2/16/05,18:52,22.139,36.478,0.295,0.101,0,0.32,0,0,0,0.06
3567,-80.1269,25.6457,1,0,4/7/05,12:18,23.533,36.537,0.443,0.217,,0.07,0.23,,,0
3568,-80.1041,25.6412,2,0,4/7/05,12:52,23.676,36.4,0.294,0.156,,0.09,0.3,,,0.08
3569,-80.0849,25.6469,3,0,4/7/05,13:21,23.603,36.425,0.315,0.121,,0,0.14,,,0
3570,-80.3801,25.1086,4,0,4/7/05,18:25,24.394,37.541,0.208,0.019,,0,0.28,,,0
3571,-80.3549,25.0939,5,0,4/7/05,18:48,24.316,36.916,0.305,0.095,,0,0.17,,,0
3572,-80.693,24.7176,9.5,0,4/7/05,23:20,23.531,36.303,0.125,0.046,,0,0.23,,,0
3573,-80.7237,24.7653,9,0,4/7/05,23:56,23.784,36.335,0.151,0.043,,0,0.13,,,0
3574,-80.7422,24.7944,8,0,4/8/05,0:20,24.441,36.442,0.307,0.101,,0,0.25,,,0
3575,-80.7556,24.8187,7,0,4/8/05,0:40,24.583,36.832,0.295,0.119,,0,0.32,,,0
3576,-80.8613,24.7857,10,0,4/8/05,1:32,24.597,36.745,0.541,0.254,,0,0.39,,,0.51
3577,-80.8469,24.7538,11,0,4/8/05,1:57,24.15,36.444,0.355,0.151,,0,0.25,,,0
3578,-80.8339,24.7156,12,0,4/8/05,2:30,23.902,36.36,0.182,0.06,,0,0.27,,,0
3579,-81.0302,24.6988,13,0,4/8/05,12:07,24.477,36.758,0.43,0.308,,0,0.36,,,2.6
3580,-81.0232,24.6762,14,0,4/8/05,12:30,24.179,36.529,0.461,0.211,,0,0.2,,,1.1
3581,-81.0174,24.6449,15,0,4/8/05,13:15,23.705,36.301,0.195,0.068,,0,0.31,,,0
3582,-80.9914,24.5911,15.5,0,4/8/05,14:08,23.879,36.267,0.149,0.047,,0,0.23,,,0
3583,-81.1835,24.597,18,0,4/8/05,15:58,23.865,36.221,0.206,0.061,,0,0.21,,,0
3584,-81.1928,24.6351,17,0,4/8/05,16:35,24.151,36.315,0.526,0.144,,0,0.26,,,0.96
3585,-81.2016,24.6684,16,0,4/8/05,17:15,24.902,36.514,0.741,0.304,,0.06,0.16,,,4.6
3586,-81.422,24.6093,19,0,4/8/05,18:47,25.632,35.93,0.36,0.14,,0,0.3,,,1.4
3587,-81.4185,24.5743,20,0,4/8/05,19:11,24.937,36.284,0.509,0.136,,0,0.21,,,5.9
3588,-81.4117,24.5377,21,0,4/8/05,19:46,24.365,36.09,0.398,0.099,,0,0.25,,,1.6
3589,-81.3894,24.4797,21.5,0,4/8/05,20:28,24.003,36.293,0.203,0.056,,0,0.21,,,0
3590,-81.8295,24.5367,24,0,4/9/05,10:55,25.007,36.155,0.587,0.412,,0.03,0.66,,,0.06
3591,-81.8283,24.486,23,0,4/9/05,11:25,24.726,36.362,0.792,0.258,,0.26,0.46,,,0.63
3592,-81.828,24.4547,22,0,4/9/05,11:48,24.212,36.262,0.469,0.144,,0.04,0.26,,,0.03
3593,-81.8277,24.3955,22.5,0,4/9/05,12:24,23.387,36.175,0.306,0.09,,0.03,0.26,,,0
3725,-81.8288,24.3977,22.5,0,6/14/05,21:54,27.647,35.929,0.093,0.025,,0.01,0.07,,,0
3726,-81.8303,24.4573,22,0,6/14/05,22:40,28.358,36.056,0.39,0.085,,0.01,0.04,,,0
3727,-81.8293,24.4882,23,0,6/14/05,23:03,28.833,36.113,0.99,0.28,,0.04,0.47,,,0
3728,-81.8297,24.5372,24,0,6/14/05,23:36,29.544,36.411,1.725,0.363,,0.06,0.95,,,1.25
3729,-81.4223,24.6094,19,0,6/15/05,13:38,29.236,36.376,0.693,0.152,,0.02,0.07,,,1.5
3730,-81.419,24.5743,20,0,6/15/05,14:01,28.73,36.151,0.652,0.169,,0.03,0.03,,,0.14
3731,-81.4015,24.5419,21,0,6/15/05,14:38,28.217,36.08,,,,,,,,
3732,-81.4133,24.5368,21,0,6/15/05,14:58,28.16,36.066,0.315,0.069,,0.33,0.18,,,0
3733,-81.3915,24.4804,21.5,0,6/15/05,15:59,27.518,35.923,0.096,0.022,,0.01,0.07,,,0
3734,-81.1838,24.5986,18,0,6/15/05,17:54,28.752,36.099,0.333,0.072,,0.02,0.06,,,0
3735,-81.1937,24.6352,17,0,6/15/05,18:25,29.137,36.121,0.476,0.137,,0.02,0.34,,,0
3736,-81.2048,24.6699,16,0,6/15/05,18:54,29.86,36.567,0.524,0.109,,0.02,0.16,,,1.52
3737,-81.0223,24.6751,14,0,6/15/05,20:21,29.192,36.038,0.368,0.084,,0.01,0,,,0.85
3738,-81.0295,24.7017,13,0,6/15/05,21:00,29.94,36.248,0.435,0.088,,0.02,0.05,,,2.6
3739,-81.0171,24.6449,15,0,6/15/05,21:34,28.472,36.063,0.311,0.063,,0.01,0.2,,,0
3740,-80.9911,24.5915,15.5,0,6/15/05,22:21,27.416,36.092,0.088,0.018,,0.01,0.01,,,0
3741,-80.8325,24.7138,12,0,6/16/05,0:00,28.388,36.063,0.182,0.046,,0.01,0,,,0
3742,-80.847,24.7539,11,0,6/16/05,0:28,29.349,36.04,0.299,0.063,,0.01,0,,,0.03
3743,-80.8589,24.7838,10,0,6/16/05,0:50,29.524,35.88,0.413,0.09,,0,0.15,,,1.14
3744,-80.6903,24.719,9.5,0,6/16/05,2:19,28.05,36.131,0.069,0.031,,0,0,,,0
3745,-80.726,24.7626,9,0,6/16/05,3:00,28.428,36.054,0.215,0.069,,0.02,0,,,0
3746,-80.7426,24.7928,8,0,6/16/05,3:23,29.234,36.046,0.193,0.069,,0.01,0.01,,,0
